index,M1100 Cement Industry,M1200 Food Industry,M1300 Plastics Industry,M2500 Construction Materials and Construction,M2200 Automobile Industry,M9900 Others,M1400 Textile and Fiber,M3700 Sports and Leisure,M2328 Electronic Components,M1500 Electrical Machinery,M1600 Electrical Equipment and Cables,M1722 Biotechnology and Medical Care,M1721 Chemical Industry,M1800 Glass and Ceramics,M1900 Paper Industry,M2000 Steel Industry,M3800 Home and Lifestyle,M2100 Rubber Industry,M2600 Shipping Industry,M2325 Computers and Peripherals,M2324 Semiconductors,M2331 Other Electronics,M2327 Telecommunications and Networking,M2326 Optoelectronics,M2329 Electronic Distribution,M2330 Information Services,M2900 Trade and Retail,"M9700 Oil, Electricity, and Gas",M2700 Tourism and Hospitality,M3600 Digital and Cloud Services,M3500 Green Energy and Environmental Protection
2016-01-25,983594.0033252345,990521.2474109731,1007399.2452414049,933397.4253383497,980786.2237010925,988628.2840557221,973445.6461886038,997636.1736034688,931769.6308547166,998292.2490033108,,969100.3491692884,982400.4232092794,993045.9090413032,962221.1243922864,982681.7789233079,1010408.2079003807,983424.0399592192,981372.5861118559,991346.8781795244,1025402.5020550952,947951.179180562,1000000.0,945845.1222840472,973346.1669164128,974926.4833139769,928393.1618058927,1015720.2584919587,964971.0118192987,1000000.0,1009673.2996443314
2016-01-26,974823.0507143007,990816.2223632626,996819.7178120551,930856.9403290171,985035.8819706711,986487.664199636,967605.2091924751,999153.3389551744,924670.5487497991,1013915.9349285112,,958896.1786602509,975282.4215832908,988129.9572291634,958718.6751683728,982392.096369857,1010490.2194538392,977629.3869775053,978579.4908600516,988475.3748040985,1018784.8595331046,952356.4211233809,1000000.0,950863.4342505723,971435.8493644219,974450.278152312,933303.241805647,1013967.0132093113,959517.9800924067,1000000.0,1010370.7505820104
2016-01-27,975509.9415196942,996355.318177676,998477.7375404406,928888.3974318957,964656.1367181438,982946.9249913631,971226.8466516085,995949.3536838124,923784.3479435163,1007926.8174804621,,954928.5119407428,973008.8717526041,988787.3071311619,958894.8966565393,992684.3749576013,1013970.9206305568,977850.3980231612,974224.0086502427,996012.888912832,1024450.8020326413,971538.9587908502,1000000.0,936312.2719512437,971379.2080599371,973430.473779515,931189.1358648867,1012312.3330643222,957178.4372946555,1000000.0,1022804.6152032
2016-01-28,980354.3689273741,1004156.1212414838,997989.23980648,927345.4943812325,962358.7407730293,984622.573446963,986491.4696547152,992222.1228461552,930677.4749561619,1017344.0074710735,,956776.0315641034,976950.0229435728,988787.3071311619,960707.6580392554,990199.6307401715,1029283.3727753166,983871.2104692211,979867.5377496404,994552.6435763224,1029344.0569591426,970632.0312138293,1000000.0,946807.3811165458,975719.5993103826,983903.1780509028,934089.5642340691,1008536.1434247637,961514.2540238345,1000000.0,1017858.4812969532
2016-01-29,997311.7304134426,1007726.9288564362,1009130.5853895773,934872.9168419624,971706.6086188676,986203.6888585803,1001443.0525573008,1002590.646108338,941347.0861564256,1021167.2433622183,,969417.2465712494,986290.9902953646,989955.8427857645,960334.8374333279,994772.6059350601,1032370.1549188597,996551.8626328481,990273.9208774157,1000289.6450655392,1038675.4158237532,954844.7924940767,1000000.0,957729.0343079154,994629.4557515273,984396.5717852986,944463.5022417955,1013485.6553232399,965698.6847167794,1000000.0,1020582.3351757796
2016-02-01,1010622.5295043407,1009899.805088676,1019016.617426421,948056.4932111996,978212.9833766941,987947.6544599405,1000618.3250028427,1007436.134230157,953425.1578574497,1026041.434148809,,981263.5956787926,998415.885267844,997958.864821684,967682.8259377001,1002483.716273796,1037314.1605213616,1004667.4185114042,998059.3702394924,1012044.6107938103,1049026.574198735,979757.9623100912,1000000.0,977787.3433435952,1023447.5078987577,987969.6116718431,957857.3785245223,1021397.1910338269,969266.7381425521,1000000.0,1022150.9729627686
2016-02-02,1005385.7015497922,1012016.3055816957,1024289.4194479339,944911.3037620895,971986.3701415226,991255.049291942,999095.0562041131,1009394.0534639672,954055.565520407,1020627.0705437466,,979284.5191907877,995056.9515611337,1001043.0712801248,969946.6426453314,1008233.8849037893,1033631.6113960923,1007623.7029322332,999519.6921173906,1015382.5510791568,1051591.8885768345,980603.5064324697,1000000.0,970745.3992387627,1038890.684393292,984521.6109658043,956621.6469127671,1021832.3426500291,971171.9533185716,1000000.0,1014004.7618073276
2016-02-03,996473.2470424498,1005622.4800271871,1016302.1303365674,941646.987800638,963415.5765548252,980780.7300279782,1005195.3662429551,1008619.2357838548,948130.4965539677,1012278.8746937064,,977388.6030642388,1003647.7940344997,998247.1933932478,959942.1174791255,1006333.6275520092,1025492.5196645928,1003710.9759972031,993212.5154022226,1005057.6949875652,1059121.2133131167,991483.3679084285,1000000.0,960333.455818835,1037119.7147231281,980426.3175527225,964982.0356520129,1016891.4624790766,969768.2022132616,1000000.0,1015053.4204070669
2016-02-15,1003965.1419892062,1020980.513668035,1030513.6577761939,939524.5092297331,969442.9581828547,987277.7265681118,994673.2330828167,1015080.1979000623,964327.3148224643,1017232.9035314316,,965802.9577631048,1000184.6854826086,999456.9119569558,970156.7322171855,1024292.9919887215,1037915.7684374092,999782.8322220534,991765.7724108476,1006916.036656865,1070892.115023232,1002398.0215007302,1000000.0,959642.9476104168,1057941.852232156,978061.7655329556,958330.0746103374,1014974.6104343773,966050.405255298,1000000.0,1023601.3385037543
2016-02-16,1026552.5142472305,1024774.6363505548,1033553.7548280971,952219.1784198964,979380.3464162786,993414.0090950354,1006119.6564809125,1015561.7609674428,980309.2391763487,1036970.7479030818,,980105.3715384818,1004372.1697996571,1011697.7102722992,976482.2386262703,1048264.1922306004,1042493.6673922917,1018761.2157654875,1004765.8643222781,1021404.9294066465,1068193.2611539548,1031887.3761931842,1000000.0,971581.1223727626,1061697.6318113839,992431.127144031,965963.5899134106,1017812.8948751426,968347.52319844,1000000.0,1025547.2782619541
2016-02-17,1026707.2867338731,1022310.7827043181,1025403.9440128815,947689.4099573351,995653.5478501618,983633.5110742069,1002303.8648574165,1017141.039276624,978776.4269592668,1030464.9582092458,,993659.4128160047,1005676.3802871214,1012383.5783922841,976791.6449125528,1037413.491091305,1041623.2482694605,1022210.0023418956,999615.8039272851,1031021.337757168,1074121.312130969,1059048.467293461,1000000.0,974830.0892312932,1067029.441670215,991722.7334369424,952649.0608959508,1026150.6666074791,967181.4010955034,1000000.0,1032577.584757484
2016-02-18,1036482.425485578,1027853.6624119246,1036084.2110069457,955272.3374780177,1001917.727896346,986182.7562922342,998443.8745867441,1028946.6331863237,993934.9492354314,1026814.6244185099,,1016338.8870875412,1018729.0515567564,1011175.2239134373,981254.0633729442,1047793.2907292222,1039019.0819146417,1019394.4158352526,1003292.4271322032,1042707.1159017765,1068231.6718040335,1089627.5960098607,1000000.0,974644.3685825623,1072259.0347192592,996268.1935260125,956955.5125118251,1032698.0419383862,970979.9856540055,1000000.0,1035815.0217928017
2016-02-19,1035640.131258054,1030672.059030191,1038680.6071496581,956823.7539445306,1007103.3647814493,984880.611456934,993148.6483852877,1017859.3233262156,996025.6252893863,1030863.0743402656,,1006238.3685403317,1019539.599315506,1013711.9309447915,986176.8495414059,1051323.0528281396,1048116.7060774188,1018951.7719307351,1008177.8211522902,1039298.7671118731,1072810.7162819987,1098039.9103238913,1000000.0,978591.3756646531,1074717.7045245776,1000416.2494363138,955429.8396676796,1038500.3122828493,973551.4958391797,1000000.0,1034498.8269974049
2016-02-22,1040852.6553703817,1031971.6833690964,1043086.2835387973,955973.1793387799,1002155.2128426147,992604.7753771911,987330.031894703,1024906.1551712508,995166.9546726552,1022376.142449911,,971468.876070455,1017988.0751148582,1024386.4038508199,989021.0650022103,1061895.75184434,1054398.860331184,1021543.0548149492,1019120.7513457459,1038306.0349070936,1073525.7688638286,1086659.1488017247,1000000.0,990159.6466646532,1058121.1160122133,1005885.7585980361,967757.1001502313,1043667.4735540565,976384.2526335871,1000000.0,1031820.761162798
2016-02-23,1037841.0411146814,1035911.6683247538,1041494.4334075314,968307.0679924892,1004641.3020912628,993885.1351759172,988242.7493530585,1030574.9775109465,999981.7931480982,1033193.7836467883,,993776.9762502244,1026371.6560023022,1029364.4373978899,995390.8999729394,1103539.3639023718,1061065.6241966728,1020294.6047627785,1021665.656833,1037168.4973007216,1073404.3841568646,1083796.902992535,1000000.0,998777.6457404381,1073978.5840367042,1006285.5185493827,967002.543346957,1039870.2549104613,983154.7903871852,1000000.0,1043372.5038074264
2016-02-24,1038548.511224534,1031374.7352658793,1043960.2654475779,965276.3813029783,994942.6035560933,992680.1581740334,981738.9631407062,1021169.6747389145,992848.0387872958,1022882.5473947669,,981774.8000634599,1024525.6140884871,1032920.1702197031,986770.7807576834,1089235.8437657491,1053684.3949493547,1024368.2674858192,1027579.5588590876,1032081.8337202506,1059083.6741587627,1054004.5749840308,1000000.0,995152.4146001837,1061091.1534347623,1007568.3000660609,970046.8211764038,1036479.5666487952,981483.2233803849,1000000.0,1040599.1804511303
2016-02-25,1047325.4777491972,1037074.2309313492,1043679.3686948816,972940.2599513519,997119.564074387,990051.5721733936,983129.2411733442,1022440.8982285071,998087.8935596537,1016266.8662345626,,977558.9996739291,1026954.0332890839,1031518.7192358382,990095.3181412978,1081106.78813627,1042529.5739999491,1037379.2356468292,1025130.4835490462,1035327.5532112957,1060792.6272083581,1054482.0450987527,1000000.0,999418.4357889743,1079270.060706828,1010918.2048470657,982533.1036201877,1041086.2949540018,985827.9500461912,1000000.0,1045344.4358606787
2016-02-26,1052476.5540318978,1043053.8288729572,1050355.3962189488,978286.1359654546,999361.0357409731,993411.1492880834,982752.578313677,1021894.9622362397,1004387.0631247014,1022730.8402141819,,992594.1711598912,1041912.6640083707,1033608.8860009182,988555.1682869127,1090218.3175985587,1048142.2035016986,1032910.641901835,1030734.3003335809,1041227.6156970792,1058358.2207062806,1058837.9692793149,1000000.0,999106.4810810429,1086578.3764724457,1010868.4902640018,977947.4503569759,1039362.5971991094,985012.3471350049,1000000.0,1057778.7515395074
2016-03-01,1050608.9558320455,1052083.5954786136,1050360.5184475058,991518.7836135067,1009131.6406630733,1001267.2997679808,984986.3182312316,1029598.1101767963,1013820.6263637897,1020467.287995241,,994094.4697717628,1049146.0410818667,1046738.841647072,991155.1220188761,1088265.8861680422,1043823.732097172,1039167.9119437658,1047888.6153685725,1047781.4456476406,1064286.55439539,1071798.0555771603,1000000.0,998944.7668861485,1094560.136895645,1023973.1511884789,990622.7290501068,1048559.8731133144,986384.3386923425,1000000.0,1065661.3111187317
2016-03-02,1051656.0319381708,1050655.1914062179,1052051.7408953852,993534.8573674234,1009519.1641359626,1003226.7538170407,980679.8971404008,1035625.602805385,1020610.115836094,1009935.0612924756,,1003465.3051247118,1052554.0617699316,1044817.2706557213,995450.3496783773,1087149.6415491889,1052646.6388893966,1048017.2727764199,1061341.0274232372,1054348.145746453,1067425.676929564,1055064.1967473624,1000000.0,1001441.6860293451,1084202.84318905,1026028.8727754254,989998.8679643142,1049053.1257408583,995839.755117204,1000000.0,1053421.580213962
2016-03-03,1064993.0682644204,1057436.7494613891,1061118.3992314853,1013583.5155028703,1022500.3592137458,1008940.0337801462,985364.860350895,1028914.5503159198,1026913.9639212454,995886.0858572291,,1003852.6790718711,1057081.000470957,1051363.146086845,1009210.0982452956,1115303.4850449841,1052431.4275427156,1061127.7483115247,1066399.7899284468,1052856.864401526,1065428.1099007833,1073858.2618051695,1000000.0,1007575.4910771191,1077403.9765721546,1026195.6794117149,997920.682779891,1048547.6107902916,994791.5126209628,1000000.0,1052124.6467593755
2016-03-04,1058426.3640087615,1062682.3445906648,1064985.23986839,1029973.2762262293,1036059.5347993196,1017985.2171066251,993103.2529783823,1036131.2899916708,1035202.8584438779,1011814.6948996696,,1007387.1987660918,1065657.717807739,1060426.864637603,1013374.1570482224,1138647.90531973,1072865.7211397963,1065776.5148376105,1067499.0088817645,1066584.1787489487,1064783.9255750026,1088552.8358833364,1000000.0,1018922.6060404176,1083844.9348580174,1031039.6940308524,997758.595045279,1051378.0465668272,998670.3287559607,1000000.0,1049936.7587750761
2016-03-07,1079592.7910430895,1070989.6649296903,1081205.397245131,1044384.9225322048,1033564.6363929636,1011043.6665231786,992966.4416474059,1033055.6795272585,1040748.548629155,1034170.385424962,,1000976.1059858216,1074421.0372741725,1079516.1644505332,1022546.7671586974,1170597.8257506224,1089342.997066829,1075053.8777623824,1074172.6301893003,1064867.7511328133,1049196.5568434414,1083884.4323394096,1000000.0,1017326.4108024216,1072089.509618097,1032693.2241461653,1009062.3222019159,1054866.9512216432,1006581.6595133425,1000000.0,1039022.3249066543
2016-03-08,1085196.4310449462,1064651.3743167361,1081728.147501059,1046669.6967754947,1035722.3564227116,1017684.7713023647,993170.031427291,1039330.5272633082,1054026.0603008412,1018116.8073444357,,998822.3126464204,1070083.4876405983,1143597.416277995,1044109.1946669705,1178799.863971808,1110936.6395720174,1073759.4262748447,1088855.0841578534,1069305.446431002,1048931.0734061773,1077809.1381850806,1000000.0,1025996.9322826507,1090375.74080834,1037184.6719551554,1005965.5145169449,1052708.7571742032,1007938.827700774,1000000.0,1043785.7256010614
2016-03-09,1077035.5199122836,1062308.6347179043,1070425.2250226426,1041558.03460964,1030106.3927907808,1020740.1081126662,994701.1045186977,1034766.7745668496,1056971.981365312,1019993.1242012889,,1005259.2292722304,1064101.14313942,1127884.779179482,1055921.00678231,1142565.6326793435,1110309.392499805,1068143.9775689065,1083664.145782958,1074132.216976376,1051832.5008132965,1070666.8178000164,1000000.0,1028967.6112346944,1080895.8559001603,1039377.4411478769,1004888.4334840436,1055018.6539131398,1005605.359121195,1000000.0,1048948.904023261
2016-03-10,1085775.0712447884,1067397.8682262255,1067620.846632609,1045689.8679121999,1030249.1317640934,1019920.3001268839,996025.3513178001,1030640.6499989593,1074538.719366005,1025100.2221662062,,1016419.2861394201,1062773.8205407185,1115200.015787109,1060121.1798664222,1146617.0966127433,1099605.1205720217,1070083.072645166,1074794.1928758796,1071758.0638478026,1055304.9425800242,1085759.7161685398,1000000.0,1047759.651050774,1072712.1320620824,1040988.1438061243,1006272.3086663805,1057668.3053254723,1006640.7610204513,1000000.0,1061052.3288086907
2016-03-11,1086081.8894555375,1070856.80706818,1067846.0457315296,1044933.7346262091,1040156.6097893678,1019715.2183276288,994027.1279993405,1030658.6380385807,1072720.6782714801,1020534.94431817,,1020718.7395409667,1067173.4699409723,1104208.757860303,1052695.711727735,1145605.5563128316,1090317.3016937347,1076946.445569562,1075809.3493686593,1071099.7528529328,1060820.732801265,1070745.7860579388,1000000.0,1049866.6498638955,1074959.9972058376,1043523.5445963271,1002789.2886964347,1060424.419978567,1009382.9899151645,1000000.0,1069266.3405398119
2016-03-14,1085384.7861707453,1072540.3054691318,1067427.689758613,1041589.3593421384,1038328.7546092821,1019975.364123848,1003681.7833093815,1035642.9410979253,1083012.9855011737,1020487.4713141705,,1024456.7086788993,1064498.757954975,1109383.715809696,1077470.0533494162,1146018.52109438,1087197.7710814902,1074620.9275458395,1071008.8659995026,1073154.6151209113,1068605.608315082,1077072.7770151214,1000000.0,1070812.5514086296,1045134.8846101434,1045419.6083084728,1005363.9082783419,1061416.301009909,1006956.4069580708,1000000.0,1076412.1148350541
2016-03-15,1074696.8749361192,1070097.2751937867,1050382.9651561216,1021323.9130949693,1016970.3438400741,1003778.6876524382,989376.607137827,1024670.4733938813,1062200.8355686252,1010466.1562691102,,1008209.8479939719,1048069.1813984849,1076287.6540841372,1063989.4313006534,1124042.9286604335,1073035.0101936625,1054984.9698744572,1048363.7164283493,1053469.517983199,1061592.4364680173,1051777.3945468522,1000000.0,1034282.8990122393,1037344.5269749084,1032395.3681865538,991106.8677092561,1056698.2311215252,993582.6127004079,1000000.0,1068372.753441736
2016-03-16,1081085.3844936609,1088116.9279928533,1059429.7522223468,1030999.2548960425,1018644.0645100656,1027714.0948735197,997068.8906810408,1034760.9758392824,1076299.2035937419,1007710.162681455,,1017615.4024129205,1057095.489832726,1084873.2080968958,1058441.4753890058,1127440.610921601,1080756.6498696944,1084154.9832092521,1060802.0391845,1062249.3204064192,1056947.4140794757,1067006.6679753952,1000000.0,1053437.5442199672,1044822.6985045362,1038644.7843512277,1000150.1073597192,1064125.63621063,998544.1040018784,1000000.0,1071991.8951660907
2016-03-17,1085054.0088007785,1088313.6854336292,1055111.7290853057,1030979.7922833388,1020951.0814252209,1031527.8082224911,994872.2125368178,1026395.6380325027,1061085.6322263544,1008240.4836232244,,1004952.4426750713,1056938.355485457,1075583.108598639,1050863.5484264218,1123688.663396423,1080647.0371567886,1082585.4217591968,1054692.9759635509,1064455.4580215102,1063606.5329361414,1069845.8827812227,1000000.0,1041916.3004885572,1032412.2348089096,1041943.9531875633,1000468.5735568921,1067644.2987205219,1000524.8755422776,1000000.0,1062880.5020222564
2016-03-18,1088567.9064502046,1094240.8933617822,1063902.9094648296,1030890.9485418646,1039644.8812561077,1035926.7962574825,1001289.7673918055,1027544.9760385973,1071899.1003687822,1014820.0914870991,,1003784.175822668,1052544.2906730897,1079427.6338440313,1048158.0656468992,1119085.4185549426,1083184.729478652,1096509.5964318344,1054479.664730592,1069404.2328992542,1062140.4324970844,1065239.120098245,1000000.0,1043754.7611510818,1038148.8857218745,1042462.0437509144,998868.9792724538,1075562.2558857666,1001076.4397403524,1000000.0,1065264.1067280204
2016-03-21,1095942.2376221588,1096847.5470141065,1059282.3914508054,1035132.5132668054,1040611.3447618434,1039272.6849071616,1002091.2285754207,1043266.867270948,1078885.6297106605,1012910.0754063722,,1010970.7591334915,1055162.996720976,1084307.3149151981,1067976.1077485878,1129581.1829996733,1084912.098839377,1086097.1096505823,1053399.0072342064,1084470.0759048986,1071177.341103042,1080425.3614194926,1000000.0,1041762.7106644621,1034343.869884294,1046374.5287657931,995922.2409011654,1068204.9045714848,1004536.0481835308,1000000.0,1063043.3369817638
2016-03-22,1106609.4877586395,1094638.937639287,1053384.1273356534,1033284.4196554287,1041682.5579758397,1025139.4818021437,1004184.4822631718,1065221.2764823146,1072342.576332369,1005959.1936956223,,999236.0029456312,1057715.7896509771,1081142.9059907387,1062841.4635481723,1125110.1651698856,1090531.2987274348,1092786.0905175111,1054590.5415333738,1080072.3118460057,1059498.8440998807,1067908.4721512864,1000000.0,1033123.424454022,1021963.071309999,1049780.738379446,997202.332319892,1076111.2586978984,1001157.5898017746,1000000.0,1054987.172915683
2016-03-23,1101461.0919885447,1094431.5240420108,1051830.1823737621,1050821.422296465,1044134.2677959839,1028965.7457897336,986459.2845799782,1092362.1591445806,1068709.2985847846,1002429.1530061545,,990399.8966713372,1052063.2060863024,1079758.0612475662,1059538.1597909601,1122717.0869598095,1084156.1373238,1091080.4671254393,1058958.1505830518,1065784.763715211,1061822.9514226925,1055093.4535196766,1000000.0,1021958.5290145669,1020969.0211137217,1048943.0821645334,989950.7446967731,1072767.0530510538,999371.2036186198,1000000.0,1052935.7020850724
2016-03-24,1090641.8293525295,1088052.5905197924,1061433.2465825323,1044696.206198918,1038625.2366629975,1019045.8193129824,981747.6147645243,1077154.053854438,1062378.1438115032,1000779.8033049077,,980452.824269722,1046192.606559446,1074772.6175253594,1058126.455355783,1125673.4841277183,1087532.9077769332,1087078.7812228184,1063404.9357067507,1059746.760895479,1060170.591124032,1044328.0601797316,1000000.0,1025179.7400736855,1021196.1729327153,1045879.027760967,993383.5033717802,1071850.7384184725,1004572.0626410309,1000000.0,1044537.7300640466
2016-03-25,1092588.680408738,1075876.644908479,1059563.750014943,1071395.4402695028,1038564.5033391721,1018280.1300509325,984532.2338873611,1060865.2565457602,1053291.2901116794,1002699.7834797761,,975006.5373257961,1048845.2480991255,1075967.9162590948,1060862.1638544116,1119738.8589164496,1085839.2256189846,1089087.172895587,1064880.171752883,1062107.8451157378,1073083.953502209,1050247.555210212,1000000.0,1018948.3624724946,1027872.7806665302,1046008.3637795547,986490.6502235084,1065685.6428274517,995605.5727805424,1000000.0,1042074.0760889386
