index,M1100 Cement Industry,M1200 Food Industry,M1300 Plastics Industry,M2500 Construction Materials and Construction,M2200 Automobile Industry,M9900 Others,M1400 Textile and Fiber,M3700 Sports and Leisure,M2328 Electronic Components,M1500 Electrical Machinery,M1600 Electrical Equipment and Cables,M1722 Biotechnology and Medical Care,M1721 Chemical Industry,M1800 Glass and Ceramics,M1900 Paper Industry,M2000 Steel Industry,M3800 Home and Lifestyle,M2100 Rubber Industry,M2600 Shipping Industry,M2325 Computers and Peripherals,M2324 Semiconductors,M2331 Other Electronics,M2327 Telecommunications and Networking,M2326 Optoelectronics,M2329 Electronic Distribution,M2330 Information Services,M2900 Trade and Retail,"M9700 Oil, Electricity, and Gas",M2700 Tourism and Hospitality,M3600 Digital and Cloud Services,M3500 Green Energy and Environmental Protection
2016-05-19,974629.7831021724,1049902.4220007248,1002562.8114761924,1017061.7739899261,985160.6553841943,926129.8514307694,881974.5840524784,977087.4259443689,919643.7125496457,933204.4633138544,,886873.4471046701,972570.5050088315,1023553.9246374974,1004647.2810512932,1059890.8810731696,1117793.91393923,1019524.422129185,972718.4697256505,979771.3782402035,1007674.868077769,948005.5020805255,1000000.0,935436.144823679,952539.8782551924,1014152.7916139619,889465.3470071823,1058242.1817348306,925775.1887838988,1000000.0,1025352.5222157653
2016-05-20,979856.7994746667,1049629.3542583522,1003097.1918749487,1015177.8146388974,990026.3865721669,928167.9143780845,884695.47478402,974413.8544898544,929966.9413850863,937934.854560844,,895535.4704362237,976251.4563392245,1024324.2578172578,1005238.5415714915,1063293.8679238725,1111127.0313883626,1021794.5586515835,973514.3427683417,982876.0829492524,1009555.0823033024,945290.4942239642,1000000.0,941818.09771666,962033.268476187,1013927.6119202938,893484.7976621109,1069992.6911003408,921346.5358783613,1000000.0,1024797.1333252841
2016-05-23,991678.4717553644,1054818.19266158,1014735.5300878374,1030745.135989155,1007361.916881206,932373.9679040991,885867.646482453,985412.51824688,947308.1761905652,956190.8987854996,,914661.1333187036,986607.5760829188,1046163.7524582905,1012044.3281097898,1071091.1173588047,1112734.0621582565,1035189.8513984863,986357.7247392107,1007916.998515074,1029300.5813198242,972189.9162995734,1000000.0,969942.3684988726,972769.5736277853,1025215.7410748979,907669.8108360692,1072819.3278418893,926704.8494597632,1000000.0,1032209.0258590846
2016-05-24,985721.8909838106,1050107.7427496216,1017079.822692194,1024183.0626326789,1005829.9326674636,929333.4564764583,886015.6128542187,992566.4542922222,951761.0273137966,967092.3840440961,,909061.8115104815,985511.4571449676,1041381.6817389767,1012389.2942315984,1066823.3823455696,1112013.0436940663,1044498.7964386698,985599.0015827544,1000787.2475219377,1024590.9001548821,991322.3469584774,1000000.0,979529.5450250278,976545.1873919133,1024105.8549135688,906579.4291170501,1067023.5727463814,925222.5041762351,1000000.0,1027741.4502015625
2016-05-25,990511.9835765396,1060892.026943982,1020867.2489009491,1030650.5113065838,1014577.0373897387,926690.1695210208,889295.1881016358,998366.2127764436,959100.1136091164,957524.6949391545,,917352.0376403894,996406.6530229282,1045798.9894399646,1012775.0246149352,1069284.9115075602,1103866.448675936,1043082.301169036,988273.1083055818,1009379.7286784174,1030463.604059395,959606.4674863755,1000000.0,995811.7795211131,976866.0526817779,1027038.9694563394,910782.3515195098,1070036.7977454856,924937.6750459973,1000000.0,1032530.181429689
2016-05-26,990189.3310041721,1057569.5893858443,1023069.7860755009,1026874.4249577082,1025478.6499678779,935814.1485811339,904656.451394778,989836.1478212067,962015.2881773432,957251.7656397499,,910838.0539818319,996034.2167947429,1049585.5545174838,1014132.7227101913,1067495.831556437,1110987.9407792944,1036514.0460005271,989127.1855202629,1018115.7659243312,1058340.5809219189,953729.1967468443,1000000.0,985239.80245158,992396.4580028953,1025482.2591868858,907479.5959983927,1066065.450897902,922982.8936292516,1000000.0,1043045.9969084604
2016-05-27,999515.7705624168,1058393.2267552067,1025272.4761088716,1031999.8375021537,1031846.3936050071,948972.5112584818,904127.0673276159,992974.8391528717,967515.0272282442,961004.3141733276,,913708.0808102783,999944.3955617932,1052929.3857653243,1025884.478012383,1072351.1414636548,1115486.8072741085,1040912.9707983929,990205.4661308811,1026175.0384043213,1054221.5277489785,943118.1779259926,1000000.0,980396.3824033504,990927.382939808,1028261.9554142378,914037.188511503,1068709.546210874,923206.2808566765,1000000.0,1044518.3085880543
2016-05-30,1000791.919887267,1074968.541438193,1027347.0003547536,1034291.1405227069,1043542.2022343912,944894.1917626741,909701.3240298551,997134.9346928138,970022.7224015896,966895.566631518,,943755.8649027605,1005339.236351472,1051029.9581344733,1028968.881530578,1073098.2956054262,1125564.844461252,1042409.0640366421,991016.5708404278,1036849.1538431055,1052938.7097404427,973390.3031158547,1000000.0,998413.1344189233,993362.9174230027,1027834.3446365468,916168.9092217783,1077492.9755955618,918922.042631382,1000000.0,1051120.036724614
2016-05-31,1001976.1762254655,1070529.5508292487,1028970.0676157522,1027797.9727149529,1037548.0098381334,953931.9752420895,912398.9542929664,997093.1784353212,972617.8169978762,978425.4676550106,,944312.9699182523,1004172.6472752319,1044435.005399656,1028671.5037943359,1075360.371568691,1121829.0001604767,1031792.1571229514,989459.0757760467,1039584.4796895395,1058690.909537579,976270.0700787498,1000000.0,998487.2184497732,989787.4353346972,1028485.1916286708,919585.9289798735,1076691.1062249774,916283.1719612571,1000000.0,1055362.8395529876
2016-06-01,1003770.2032065797,1077455.697667284,1028934.259503995,1028784.6251838823,1039528.2312101943,959679.040040862,910445.2460600714,1005718.1361211427,986396.7151077249,980017.2353072845,,942740.7800819814,1010439.4578196633,1053216.6091964152,1037429.230663486,1084372.2141307015,1117058.9299549337,1036617.7403860848,1001733.5567970043,1044071.4836024358,1059876.6898141757,978982.7207115088,1000000.0,1000336.9963857383,990108.245017281,1030113.9334687131,912192.4487971606,1077184.3335791044,924691.1112068963,1000000.0,1052958.1226749842
2016-06-02,1003158.6216026214,1079336.2420503271,1025680.4596641889,1033836.7737053476,1027848.1491573177,953343.3875583585,907918.3517723321,998171.6716176965,975925.4290958194,958575.6018724182,,932777.9438733559,1009736.1547837673,1050947.00943096,1035031.4575562006,1085305.412140404,1116632.2478953032,1031906.4102636384,996079.8121636044,1046309.1272161744,1077101.305572038,976924.9595728745,1000000.0,991276.0982632897,995408.9142663995,1027277.0963382501,910636.9941981565,1072271.1976373827,917567.1254149062,1000000.0,1051428.9478380617
2016-06-03,1019103.031888376,1078986.7325315902,1027047.5840604602,1039385.4138623462,1025525.3245572988,956748.2246037641,908285.5708903394,1002013.5159206358,982191.4050483257,972078.8375369495,,939020.9397499067,1013708.1554488712,1049128.1563122717,1036564.4259243179,1083021.234749598,1120187.4921544606,1032220.675437854,993358.4992479675,1056111.872903865,1074739.6982121377,957364.129671961,1000000.0,997425.0684476523,993185.1155750394,1028299.5799477356,914280.4657809596,1069216.4180329803,916209.1197524669,1000000.0,1055804.424457093
2016-06-06,1002294.417680764,1080389.2223974606,1024004.8909377621,1044878.3592148015,1023080.89535217,949339.1067921798,916661.731244168,1004486.9422514107,979639.0359729214,978478.9330469113,,929109.3598991705,1016573.6752274403,1043316.7703777369,1033145.7908255234,1089651.1624765936,1108065.292053703,1026757.457183185,990821.1735205785,1065041.0745258126,1074256.4910443698,955485.9070807329,1000000.0,1006863.8595671817,990407.9399508623,1028767.1248731794,907628.4332605817,1069515.8083943569,918024.3912678602,1000000.0,1042994.4971145977
2016-06-07,1022795.274720938,1090024.790487373,1033414.8132484469,1047733.1324241881,1028617.4554249237,962677.7803768282,913944.1935381246,1004252.465805064,977090.5408006917,971433.5154413752,,930887.6214716316,1017993.988975749,1044014.9331496679,1035653.7441966827,1088690.3116612255,1119035.4504800385,1034052.0741066881,991257.8749397239,1071393.3165004917,1075194.1293035324,947402.4899054855,1000000.0,1011761.8537787343,998788.2164645107,1027779.1948993953,902571.4444695733,1074992.869240374,915654.4982664404,1000000.0,1046200.0166789907
2016-06-08,1029039.8907173508,1083339.8038569652,1033204.0141689292,1050438.9985308105,1029317.438826014,964156.1226680742,914821.5348049407,1011445.7827422086,977647.7014071821,992702.8521587934,,927043.086101884,1014275.3609898656,1042911.8688803589,1041881.9988325147,1082052.6825029636,1127590.4300700123,1034795.8784147113,992273.9587307763,1075021.7703699567,1102198.4701386683,941456.5758495977,1000000.0,1002742.220728956,996934.041704079,1029334.0896054439,905813.4560312579,1070337.4324883395,909268.5737740406,1000000.0,1042716.1919608854
2016-06-13,1015567.1256832497,1076183.7186958555,1015035.6753970407,1030282.6255228312,1020529.5122295042,941235.9659730914,905624.1818026648,1009810.8437585174,969507.6983386192,984295.3483814824,,922660.8416069966,999494.2976589288,1031384.384443877,1048135.6937628583,1072478.1159062805,1126253.2412441422,1026956.5911696528,979645.3775732804,1062565.1749131454,1083015.8721753808,935429.3347990953,1000000.0,1008808.7195911981,987155.0949568307,1021402.9126664149,894912.9601247369,1064556.1582404121,907654.6575705494,1000000.0,1035207.9925709789
2016-06-14,1017709.6756146109,1074563.2871173471,1012868.9332677711,1032552.4074656651,1019198.9967589148,946469.2083586557,903245.797559815,1008558.2989700402,976415.1347362335,1003681.3901194497,,926653.6668467147,999814.1571249777,1042452.9152298612,1042786.6214874542,1073269.4623435985,1139829.128572682,1031025.2061379503,979691.831966876,1076312.7227296513,1076119.253701559,954050.0454681411,1000000.0,1026028.5851806359,991244.228174048,1027234.7387351468,888020.7735614022,1062740.6639242189,904259.0391101068,1000000.0,1028293.3385562352
2016-06-15,1027304.679189839,1082506.5076991636,1015364.1361991646,1030293.5160437281,1022860.7986722158,949935.7943349599,893262.7267040268,1024283.9518947216,977877.274283302,1022555.3041072766,,937113.7127343484,1001363.0601968453,1040633.842557515,1044497.740963528,1073752.6426402952,1143068.5839096187,1031175.4324908908,980164.3885559232,1073011.9196194154,1079417.9008041765,954196.8822043333,1000000.0,1051027.2433516092,990689.526876304,1028194.8367505049,896080.7964374558,1066944.455624573,901043.9598745549,1000000.0,1034654.0984228397
2016-06-16,1008647.2280581264,1077847.893888668,1006096.2156358794,1035515.4967048381,1013526.3869429401,939157.1618429268,896663.8197143975,1019292.0606363094,971963.091039854,1038058.3243018998,,928807.5260941946,997515.2819781319,1037619.1742236463,1036375.6093490479,1069398.749133457,1141155.9064456448,1027762.385281545,974844.2202073005,1067951.6148179038,1085052.9290362627,951328.6181031266,1000000.0,1065206.852850875,990133.0297890023,1024324.014399495,900601.0877073265,1063296.298453676,905509.6561076081,1000000.0,1025138.8674363992
2016-06-17,1033118.465303807,1076245.1099108658,1008134.5320934061,1033922.2556978167,1019188.2534864194,945631.1748414424,894001.9218753977,1027886.340236994,979150.8783529132,1044667.3041249879,,945752.9315631029,997203.4853282174,1038723.5295707727,1047615.1563996979,1068917.0311330785,1154815.1591026064,1029334.5081975558,981878.7661065975,1073313.9289531675,1139089.0491789998,950967.2130652539,1000000.0,1081914.4304847545,1005087.6528505159,1028349.3923748212,896013.0396324033,1064596.7231443329,906059.5155986329,1000000.0,1024185.750170241
2016-06-20,1053036.2085589508,1082185.8700996167,1013483.899633628,1038221.9718630651,1022451.6435634721,942989.8585715307,899361.0728051044,1023332.4057789319,985980.7916605164,1053093.5953748373,,951222.4590104397,998772.3634199483,1042999.6622955464,1049519.7992533345,1076646.694994959,1168320.1394211233,1030054.7668852331,985726.2183368506,1078886.9369795711,1199090.3640206412,967423.6686057014,1000000.0,1083124.902632389,1031013.3335695652,1031767.1426664154,897624.1949818681,1065626.7035595316,909874.6951751491,1000000.0,1027744.1514205576
2016-06-21,1053152.5444301995,1080794.9782524921,1017375.288560552,1042014.3023654678,1027642.0531885464,947678.0248146515,901012.244988051,1015698.5673334877,990430.3608497984,1033922.5073144087,,953277.9061026848,1003536.1451947897,1056545.4786654587,1055227.5672322318,1080780.104579503,1185696.314925629,1036355.4864971214,986987.1160539921,1080482.0819346055,1173983.6086350223,989672.1142615444,1000000.0,1070448.286982645,1039026.6023426134,1029619.5461114444,906307.7229420656,1071485.172763102,914741.2366702693,1000000.0,1027485.5760452409
2016-06-22,1060012.248228915,1079020.0791688964,1021628.9220127385,1040776.7928359446,1028603.8555804011,948513.7494931772,896730.0987891796,1013320.9962860818,995988.1899095486,1031824.2437525924,,953920.0117114503,1005053.5460727803,1054580.3696096367,1051530.8981821514,1081707.46766393,1190185.3057999564,1042101.4271597733,991298.9030483187,1083354.4466399117,1170477.0198870052,1004731.6762327141,1000000.0,1063628.4767557075,1033843.2229681558,1028943.4160774302,917937.5604508161,1073102.3790802965,915461.216162306,1000000.0,1025332.956918113
2016-06-23,1048522.9580780391,1079325.006192168,1016903.1298968494,1038469.8076860806,1023640.0827923231,944330.7055111033,898718.9785006017,999602.3169566239,991245.2199366242,1040269.7358844548,,954740.4377836477,1003775.9021459296,1050984.2225891398,1051658.328537956,1082116.8277309784,1196241.5083490142,1037930.2864934334,988477.4145117389,1083315.7219328023,1168076.2871187865,1018180.1834808748,1000000.0,1043913.3313298079,1030509.0396734969,1028372.1785604479,928100.2048154032,1076822.1395928531,915254.3044993782,1000000.0,1023897.9653733049
2016-06-24,1036679.914629162,1067104.622598071,1005265.5403033923,1022373.5540269563,1001781.3895354086,933269.7026293171,908668.2195484478,989187.1857056413,972115.4498324387,1026564.0584707945,,930751.08598275,993392.1261196776,1027509.8828445979,1038112.9199059925,1069098.4426719528,1170532.000456574,1022042.4018257357,974430.0820497487,1057082.8262558163,1137396.0442189844,986425.6116885308,1000000.0,1014045.803747957,1006303.4905853012,1016776.154993233,921232.2500386119,1059172.1832802203,902876.3324099436,1000000.0,1016634.9622343598
2016-06-27,1044240.4273861959,1072279.8911112908,1007047.5826173573,1029304.3857116888,1004159.709785146,935813.4986218767,922112.2776796353,988157.7336049333,976673.607824651,1028178.0367155677,,940035.1125893312,996424.2546820436,1030584.5042720247,1042061.5813700734,1073634.0050443385,1180814.9614199202,1023447.1710321498,971989.4900559367,1063750.5230732956,1139361.2919174433,1020085.4973386913,1000000.0,1029276.6127320426,1045288.1616152537,1025782.0552078263,913771.9798787364,1061636.7186201124,903148.0507412854,1000000.0,1022025.6863971362
2016-06-28,1045035.0748524397,1068577.8574001128,1010437.1005014463,1035821.3191258423,1004824.6147319486,938538.3033538178,919994.4735730584,991000.4131209155,982281.7244260674,1032080.4398558993,,950826.4339451086,995041.0211679613,1041247.6314012287,1040608.3622105329,1073278.382475417,1187930.9269129399,1018214.6736790471,967519.1743625569,1072042.3956426007,1153697.5484973136,1024634.6276144937,1000000.0,1056756.3522070053,1061579.6490409314,1025341.079555286,904110.9296640521,1068076.7660898904,901947.8647141746,1000000.0,1030087.3400592164
2016-06-29,1044518.8048233403,1078824.9519332724,1017401.0092509969,1039157.4184795629,1014135.5764083068,940970.5478249002,918097.5019097297,993846.720359603,988159.8498163989,1039794.7911899812,,956848.9110051655,1000583.3912831419,1049054.637993138,1046749.151475909,1079357.9112820216,1202658.9010418456,1011734.787910191,974518.1508702441,1079896.1141879174,1161347.8302846982,1023977.5286463315,1000000.0,1072368.7393356883,1056757.74492917,1029050.978332597,904694.4362943482,1069147.507277484,909997.8772216612,1000000.0,1033456.3797986498
2016-06-30,1050556.5238667664,1081103.9209444942,1022775.6357196982,1041522.1595836035,1018320.0807971236,935648.0131813136,929598.6711941976,993995.1212465628,992341.5590904424,1038831.2075929347,,955724.2264467608,1000960.3544469785,1046361.1415970095,1051272.7540445437,1081394.2438924725,1216977.7819619272,1025482.5203479109,980349.2145704298,1090557.5810910175,1149749.499096789,1035969.8651387481,1000000.0,1074553.5147194518,1062345.8388242018,1021884.3284337302,906586.9199602827,1072435.448160501,915628.8585576076,1000000.0,1030086.2436223315
2016-07-01,1062303.6077620713,1089980.7866289776,1028930.1650785976,1034686.9036019417,1021942.4124319316,938119.2440717566,924772.5510356188,999215.5308268818,998236.3884336128,1033873.6630785957,,962953.6491635607,1006353.3667720741,1048049.9242655352,1068120.1675042813,1083900.415510396,1222981.9647514306,1025937.105521616,980963.2327736819,1092334.3765367272,1170127.4512560538,1065293.7122097872,1000000.0,1100199.4251366719,1035918.982917809,1022059.1072301511,912631.284170912,1076717.9605753033,923951.8097946572,1000000.0,1031077.4532706728
2016-07-04,1071818.6872467732,1089467.0542118843,1030346.0745494344,1035832.6428747681,1025039.4015447542,938102.0552853717,918320.5547361977,1002380.6377703965,1005161.276665467,1025773.9334197644,,973303.9653218534,1012268.656545344,1051897.639478835,1083240.9813810047,1097289.8104677305,1228836.4070814878,1031966.7471281318,984729.8155533109,1100096.5042105215,1169388.1420112168,1093979.05638986,1000000.0,1111136.1771319886,1042340.2972987588,1024363.2714970829,914034.0532272509,1067985.9101400373,907542.0622900581,1000000.0,1037871.2851919656
2016-07-05,1076958.5934993867,1082679.889776954,1034094.0341681115,1037525.073983977,1020805.0813710707,929242.4396716664,917681.8182310119,999110.0580715374,996833.2234177651,1006783.7283619669,,973965.6382650578,1017240.4622166498,1049880.7578489876,1075068.8843127145,1100857.5405742754,1226367.0950302912,1028532.5481934991,982670.1038427491,1103924.3416963364,1164866.181622013,1087602.4235646017,1000000.0,1125347.917884468,1033625.0586027156,1027128.8507659091,912218.7822982203,1060883.683510522,903298.2752990598,1000000.0,1039299.5941521588
2016-07-06,1058826.005370018,1073745.3989057532,1016320.2464578754,1033939.8044525681,1007559.0275274197,927248.7619852482,912064.964157575,996218.9010918642,988818.5863237655,1010790.6203882045,,963447.0940984666,1012695.1976526901,1041271.7082060596,1068854.1762172915,1094454.3982340342,1213610.562068379,1018897.7218260881,971848.3716862557,1087887.8964144364,1161521.3286172068,1082170.5148345272,1000000.0,1123024.5640287567,1033910.5311112567,1025181.6011932178,905260.9904737802,1058299.037654149,901094.0201736245,1000000.0,1038980.5673449486
2016-07-07,1079801.6094139346,1077245.2417932078,1020526.8003506134,1037560.3223473321,1015120.455537767,915743.0683098985,913212.4853790856,993154.4745962985,996114.3023105515,1027635.9025614749,,960888.5383112187,1023608.1724388844,1040187.415637062,1055567.0603037647,1095706.4411322374,1238809.4251365322,1019006.2393902297,972085.684904695,1093800.1263751138,1163187.6323143046,1087737.434007621,1000000.0,1115984.5205307063,1030017.5524825297,1030260.4239664252,911697.9454396989,1061984.9566896637,901829.8776916025,1000000.0,1037675.8081047743
2016-07-08,1079801.6094139346,1077245.2417932078,1020526.8003506134,1037560.3223473321,1015120.455537767,915743.0683098985,913212.4853790856,993154.4745962985,996114.3023105515,1027635.9025614749,,960888.5383112187,1023608.1724388844,1040187.415637062,1055567.0603037647,1095706.4411322374,1238809.4251365322,1019006.2393902297,972085.684904695,1093800.1263751138,1163187.6323143046,1087737.434007621,1000000.0,1115984.5205307063,1030017.5524825297,1030260.4239664252,911697.9454396989,1061984.9566896637,901829.8776916025,1000000.0,1037675.8081047743
2016-07-11,1087929.8570020106,1088380.112263054,1023015.9308677345,1039043.0926414933,1020311.6176139666,938685.0129455534,920384.5468529942,986382.2807895226,997124.9602876094,1006836.4862817043,,951403.6330439734,1023548.507547452,1048190.913303175,1056521.698324731,1092042.4601074404,1268593.1268210127,1021888.0904592555,974558.405428528,1102056.458794404,1163053.0674439024,1070060.703192837,1000000.0,1133646.1484708395,1009299.9809904832,1033727.4146841175,913614.5434345095,1064817.0897362959,903327.5416525352,1000000.0,1056084.8460229712
2016-07-12,1084096.7561093357,1091994.6090577105,1037249.9542301144,1035369.9461456967,1025107.245582855,940408.2809412681,933582.565559707,990535.2138707843,1002465.3011835585,996325.2497565519,,947226.5967653479,1017628.774086449,1043072.1304702322,1047082.4888941761,1088765.0992020858,1276135.4059983676,1021519.7392802535,973902.3864644297,1111802.6980754589,1162305.5442323883,1075498.5520038132,1000000.0,1150135.0159205429,996911.6880538935,1045490.7989584226,909672.229200053,1064873.5466699027,903948.7293045635,1000000.0,1052107.1494505762
2016-07-13,1094482.0407887306,1094309.5358408224,1027012.9838767364,1037699.3436130749,1026087.3547713824,943028.4652510056,943717.5652264039,1004462.7644786444,1003179.4211180247,995115.384617667,,954560.7247913883,1018246.4561986211,1049713.8251724092,1049513.6616798404,1102904.8665769421,1280307.9178118256,1025807.5389615058,975763.6695454081,1124654.1597913096,1167140.7754558967,1066673.0815732994,1000000.0,1159756.6564128287,998578.3957591486,1048736.9650429392,914492.5367576386,1066348.731933343,903019.9420736671,1000000.0,1061051.3369554738
2016-07-14,1100620.0550260223,1091557.0745013074,1034582.3684639109,1044554.7414989509,1031269.6759262041,946520.473124303,948837.0395008343,1003363.4184688333,1013084.226857968,1001384.6485826869,,959042.9927843128,1022075.0941219697,1050656.8507096246,1053698.7200756518,1114085.0232875054,1283844.6911555063,1023130.2928890071,980468.4537570574,1116483.8401129358,1181079.7786908445,1073716.4781164108,1000000.0,1172672.7602558746,999863.7644097481,1060549.70494628,932342.3701020706,1061475.2712980118,902401.0862689998,1000000.0,1053627.5211767873
2016-07-15,1102566.9143978974,1092160.1150600456,1037330.6500489532,1041822.0929702629,1044705.2603531346,951689.7178571457,965777.6462671733,1003262.596294501,1019259.2556289732,1005188.5942677184,,963970.9924738902,1027033.3892772272,1052663.7183473678,1056433.8321948915,1111778.2378927274,1295852.1315580923,1035331.4421139292,986453.4077493328,1119835.9286296454,1170122.4464127365,1073376.3131186862,1000000.0,1163663.595132422,1001339.8469810317,1058446.2520573952,945438.0313092496,1063877.5607890985,905643.5815055843,1000000.0,1059246.1124253166
2016-07-18,1105557.9319063488,1095179.157628902,1040377.037409505,1049880.5100790393,1056039.5103186835,952241.908493764,965970.6779283187,1012725.5294301574,1022128.7520323852,1024580.6227446885,,974809.9905356452,1029670.2119633947,1056586.6790059637,1068097.8093198629,1117363.6317268056,1279326.3397230657,1039885.965892583,994183.4593152145,1129229.2964060057,1165671.66605487,1086293.564613643,1000000.0,1196062.129033219,1002625.2800695314,1065683.9499917463,959441.3671833128,1064942.4983702893,905487.8675440123,1000000.0,1045625.4369866593
2016-07-19,1108558.0414257885,1095270.4931690819,1039912.7042026711,1053933.0249062264,1054695.4781593082,948294.1797206454,962423.5797933551,1012457.4613825015,1020877.760525724,1024130.4888474803,,968176.7549068386,1029078.8157816078,1061167.3075062775,1053752.9569126377,1113497.2183136172,1304777.8332059435,1040352.3424743288,996130.0291184696,1143374.153228275,1167001.6747493243,1076322.9747213533,1000000.0,1209740.986720321,1001674.1716480282,1074456.4765553582,975745.3334264957,1067582.9458960255,907637.5507533684,1000000.0,1055492.0028270294
2016-07-20,1104536.5518834859,1096069.214132899,1040975.8191274243,1064176.062632885,1051551.264729312,950994.3839852498,958771.8915411197,1020670.7562895643,1023198.0747007565,999578.0869860521,,966492.3860337344,1028863.4971378649,1057403.537713313,1046976.1445158095,1105657.2317676207,1312534.7369107134,1038946.9003698237,997113.9455886631,1143409.6407635626,1158707.9746198186,1057260.8468737062,1000000.0,1195865.5703776868,1011139.4803691391,1078655.0207490316,975128.4019606262,1065896.97661228,908364.004023857,1000000.0,1052079.0801054796
2016-07-21,1107417.861224729,1100158.5402197547,1045500.2378661142,1064895.8800521977,1061262.975885913,949814.3569809118,962100.6544898887,1028860.4639540554,1036637.0894355272,1002603.2468127861,,967984.6707757274,1032782.4840467367,1067466.3061689227,1054570.174423933,1108610.597708888,1331568.6363822613,1035849.4429086649,1001035.3846045973,1153792.7801991787,1163184.0762154276,1059674.6442986568,1000000.0,1207159.4873201763,1009665.5254108413,1066660.285614734,959347.6406388688,1055848.8234321005,907995.2448202977,1000000.0,1054709.737153764
2016-07-22,1101380.5924257052,1093806.5173090794,1047478.4546584146,1061845.1705487045,1055986.702317011,954548.1576490407,963848.654401964,1023574.1263247094,1043404.482938145,1003992.6508875315,,960368.2535593251,1032113.2250011102,1063963.434896415,1050566.9207277142,1108369.234767832,1325591.2246336616,1033578.2512292255,1001009.2382802158,1158443.9164661856,1170993.2668382106,1071441.1586062217,1000000.0,1207229.3653862432,1016780.0706890166,1059420.6881956854,947945.6713429565,1050776.4941564067,909799.677473488,1000000.0,1055137.5605082784
2016-07-25,1092750.8354598929,1088795.257912838,1049930.8950930836,1062414.0445753636,1051377.6096425853,944449.4836763365,962866.5281500854,1019717.9491202364,1035159.6473041107,1000831.1670725516,,950075.4170947184,1029116.9689217998,1060057.6135311052,1048125.9551509179,1100030.363113975,1293633.7943396345,1035606.4207927181,993510.7606768669,1159216.4672403985,1166652.629555816,1064994.205319184,1000000.0,1199288.6070495455,1010565.7928230427,1047951.3235928009,947920.132876682,1050142.9120746492,904717.4464401099,1000000.0,1038195.8752760941
2016-07-26,1091678.7557506547,1092327.8130731937,1048771.757418827,1055153.6653757794,1052242.0263094918,958342.0227730433,976365.114274068,1016762.8912771267,1034906.6901821622,1008713.6424582994,,951547.2095083431,1028169.7796223704,1065092.7933901933,1045526.6021893757,1099923.459022228,1298943.6373009628,1039794.6555028496,993061.3465234085,1161388.1211490761,1177161.8133450882,1092814.0370652734,1000000.0,1205184.535308696,1009614.5963621412,1057020.7039382942,946602.7424075424,1049173.3677196233,903747.6828189701,1000000.0,1039013.9298307326
2016-07-27,1096950.364884614,1090046.4168781172,1048384.5664798564,1053762.7305552624,1053904.4702002932,951467.5810384317,989898.4878725592,1005322.1266807555,1029435.6342944225,1018340.4665960127,,943390.6638692877,1026880.7210259485,1059432.1060908407,1042019.8647819825,1101378.8963275594,1309029.2702932153,1040169.8246547186,991981.7694589708,1172211.9190892505,1179507.545308623,1096908.0047847775,1000000.0,1201895.6739641551,1011948.9218429439,1057043.717935614,949762.6385788425,1052007.625688897,900534.9641362238,1000000.0,1043879.5335232174
2016-07-28,1101563.0029920496,1084806.9561092686,1052866.0339739462,1053060.9678545203,1053617.7770284398,947569.8220510365,1000313.8245286003,1004953.0835070901,1022145.433318427,1033586.6639898741,,944492.7444396617,1021615.33418127,1058617.9747204254,1052142.3112363555,1101877.6938706436,1318838.8624666433,1036080.4153686047,991502.1670779133,1168265.445522876,1175983.4045607932,1091624.9397106054,1000000.0,1195903.6720438905,1011615.867010883,1051375.9221399324,948613.1448294827,1053437.156942304,902733.9064663417,1000000.0,1042272.5914095554
2016-07-29,1096978.6779376632,1081455.1606118064,1043085.2762985004,1049995.0205297498,1046434.5461434004,935841.991357484,1002755.7956506084,1007692.7984971089,1029231.211538393,1033262.6359997683,,938470.5938624903,1016798.3229094166,1056069.1188800165,1049754.434084289,1103164.4914988426,1301475.6878345741,1032762.5862671714,991609.869099273,1165491.7009588152,1183194.186319226,1093207.5098141155,1000000.0,1176974.1233584452,1015047.7963339981,1053264.0876165747,945679.1210453326,1056817.5985490591,907787.3281856411,1000000.0,1042726.9701648976
2016-08-01,1099968.7879770629,1088343.0225131293,1049964.8386571824,1043860.5693912293,1059707.222044877,935192.5268937689,1007214.4080730787,1005632.7724305303,1042771.1740487304,1038678.0237767197,,944211.3088613403,1019300.8090015212,1054185.3887524528,1051788.6697225347,1108045.1095676553,1288791.2487086982,1036234.9121353771,989528.4226322294,1175721.3799001449,1203767.4746025575,1076983.3326902133,1000000.0,1186122.387120564,1016857.6024017506,1057520.405682948,951822.6428980655,1054277.2019129782,907719.5014395203,1000000.0,1037436.4504111016
2016-08-02,1105715.4191502824,1083278.5500865877,1048230.1585252552,1044482.5585824848,1065925.5295672354,935124.8670038683,1011893.4857175255,1004802.7503826355,1044022.6425658226,1030519.7856597119,,947006.1074210565,1024846.4482338649,1055537.9712342692,1046669.3716942869,1109815.9402064984,1290733.419283974,1032133.7176325038,988764.1072417216,1167466.2541403002,1209619.9063170105,1065629.5917127682,1000000.0,1203257.6159954718,1014791.3074733948,1057038.90065842,954952.9341306469,1051516.4621721655,908648.0789803454,1000000.0,1037212.3379075022
