index,M1100 Cement Industry,M1200 Food Industry,M1300 Plastics Industry,M2500 Construction Materials and Construction,M2200 Automobile Industry,M9900 Others,M1400 Textile and Fiber,M3700 Sports and Leisure,M2328 Electronic Components,M1500 Electrical Machinery,M1600 Electrical Equipment and Cables,M1722 Biotechnology and Medical Care,M1721 Chemical Industry,M1800 Glass and Ceramics,M1900 Paper Industry,M2000 Steel Industry,M3800 Home and Lifestyle,M2100 Rubber Industry,M2600 Shipping Industry,M2325 Computers and Peripherals,M2324 Semiconductors,M2331 Other Electronics,M2327 Telecommunications and Networking,M2326 Optoelectronics,M2329 Electronic Distribution,M2330 Information Services,M2900 Trade and Retail,"M9700 Oil, Electricity, and Gas",M2700 Tourism and Hospitality,M3600 Digital and Cloud Services,M3500 Green Energy and Environmental Protection
2016-01-18,973463.3985585652,959418.0643314844,951825.2927103979,957791.1706056611,977167.2943528276,973671.8703870715,969917.0686943326,950070.7213508949,958734.5469027318,954211.6880542036,,984191.9537911061,979773.5060600565,991223.7184193422,961072.5468216268,975530.1178749689,997190.9993143065,1000220.2855476581,986069.1138874124,978161.9927809159,947865.8614723306,986613.3403486516,1000000.0,931106.1816058801,968526.3742682557,953351.9828207885,957268.174727875,994054.558318594,977461.4503662843,1000000.0,985070.5362510032
2016-01-19,975086.4219552838,964123.2570158967,960286.793496649,955119.464441769,991972.6053182877,981135.7547349075,968017.4297442345,946351.5206148725,970633.1860837477,959223.997538066,,983225.2662253918,989278.4108077832,1000434.3922197614,965402.697578227,979582.4589838296,1016563.235307681,1003271.257479603,987753.6247462768,992600.2417101024,953255.502780747,983464.5585134733,1000000.0,936304.630670042,976145.1451339384,971697.1094475794,963647.6724742379,992678.825643598,969115.019822697,1000000.0,995365.3303175676
2016-01-20,965250.7676242626,947602.9996145262,948681.8117005848,945837.3291499101,974722.3016784969,975187.6581613375,970011.1843550127,942144.0434970664,956459.2838747121,955389.360421808,,952775.9958773154,976144.5570812548,993691.7399299733,957297.2166863689,976171.1365633624,1003133.2030167219,994783.722838187,969121.2286795987,977095.1339753751,932878.7469548986,971662.8619542004,1000000.0,904919.607272231,962193.6166697686,954186.0664206463,948108.7917868063,992019.791388488,958962.0105037593,1000000.0,984245.2556021543
2016-01-21,958744.2916804228,944741.5611540942,949174.7695141792,941047.1212513513,970368.4554720146,969198.9722866603,965507.2151692088,941721.6395442334,957471.1523009575,952591.4033291559,,951450.5719940421,977931.3561967729,987073.7386244998,957079.8666480809,974153.1880201777,1001412.2463753141,989275.3939125101,966653.8353122091,977213.662861763,922771.6417173578,969575.8360843027,1000000.0,904612.6075570834,960771.4189235613,966556.4797744745,944965.720539167,992273.8334864033,959341.2634430733,1000000.0,986729.6786359366
2016-01-22,958141.6614307704,943954.9552353568,955975.1678376314,939835.6474623231,993766.999401957,969942.1764448114,964225.3595545214,947420.3710777712,958407.2266210895,957679.5419944236,,947959.4080650654,978885.6173710015,986361.1054039528,956821.2578695363,977888.4964874559,1024268.2620886199,992276.4810876774,969634.4724773911,979793.0963260131,923954.3118006538,970708.7075409578,1000000.0,909826.0583138388,964514.651493075,982949.2265989267,948017.6745932446,994618.7892997036,959216.0132088385,1000000.0,994163.5568716987
2016-01-25,963049.6417770778,955277.278613828,992010.8313377964,941224.9154428084,1015136.6743586636,977021.0978027796,970293.3257424827,956613.7619659324,969682.2853196649,962100.3097534258,,962563.2934390353,987975.1410102448,993045.9090413032,962221.1243922864,986226.634189079,1031165.8388020525,1019740.2377226402,981633.6252212853,999208.5697101376,940801.3365809725,976918.2644750623,1000000.0,930082.6640956458,974169.1560932107,985882.1876117855,951692.8829144413,1004891.6358802818,970500.7949011364,1000000.0,1003862.1080469956
2016-01-26,958807.004099869,956125.7531685181,975999.5543801996,937398.3135701958,1014388.9326246083,979222.6326172579,966741.9196761539,955134.315128225,972467.869967696,956006.2426974168,,957115.3352976969,983049.5654304903,988129.9572291634,958718.6751683728,984156.6384912517,1031725.2585187608,1009293.5141612036,977213.5650624323,998223.6206543784,933005.8897442603,970463.3889705184,1000000.0,924860.0094102175,970026.7608102141,985075.2003786811,943902.7048987937,1004004.9857585569,963756.7413356007,1000000.0,1002751.610078995
2016-01-27,960964.7877747382,960707.5709567879,982123.9287456853,937686.0715388389,1009054.3324267702,978381.1706075986,973646.7565746419,957498.1767895011,969966.7743454,950099.0823632827,,950588.8600990048,979104.1409098333,988787.3071311619,958894.8966565393,995024.4068677655,1024430.8790419435,1029665.0801716789,972527.944275866,1001442.7470252521,926761.1191938532,970668.7872557811,1000000.0,926865.4794419527,972282.845479497,984282.5469917727,946998.8353007797,1002560.6275743515,961587.3309289895,1000000.0,1010605.8790065144
2016-01-28,965070.8740429126,967974.9821700446,984502.5477125641,942892.2841536719,1016692.5342741056,983245.8113755002,970384.6437924311,966646.7110896779,975545.735508846,957699.6186438326,,953245.2827834168,980647.576284676,988787.3071311619,960707.6580392554,996193.0374539598,1030065.2959703325,1058226.0972630389,980586.7580358476,1009804.3675605383,936105.0450467838,968595.2128200389,1000000.0,929655.0267371943,977336.7293371378,1001542.8008124745,953673.6603429408,1006936.4560099752,966250.2542918753,1000000.0,1002900.668573535
2016-01-29,973278.3807754796,966331.1540473307,998991.8658558403,949612.5513265713,1028025.7175806114,989010.0513854496,978782.0648433446,985854.5764317567,990088.8194073087,964579.156316719,,966045.3455659855,980450.1142722995,989955.8427857645,960334.8374333279,996295.5224596759,1031009.2860067987,1069602.5620570795,990261.4401558648,1018467.5186089971,943116.7520364242,982281.2555653971,1000000.0,936941.2438228372,984180.4395635868,1000046.8957757168,960401.0235955194,1008774.5978674563,971226.1628106823,1000000.0,1001588.1689882022
2016-02-01,985127.6516926233,969774.668936497,1011516.8124302245,960451.2782883861,1020547.2086645617,998689.7781528704,994417.0221473625,986894.0872157585,994290.9328949262,976954.6751517103,,981990.6939008156,991513.2923097297,997958.864821684,967682.8259377001,1001747.5169475289,1046900.0087519989,1058671.8153975795,999207.552515631,1021469.7408777731,967490.3129197406,986309.7596654805,1000000.0,953065.9583292382,985961.1509829855,1000828.572255772,968650.0734692891,1014532.2829314987,978318.8060115881,1000000.0,1000458.7677682679
2016-02-02,982363.1978891211,969433.171252776,1007094.3231121381,963412.712096062,1022813.2216499621,1000019.7285599785,988712.3485700308,987890.7737326858,999332.3227562736,976132.9373728775,,984318.6800772648,991427.166393092,1001043.0712801248,969946.6426453314,1009490.8812897288,1040120.3899210516,1062718.8865459494,1001391.1004139595,1021839.76990915,977657.3653181744,1000189.7085270853,1000000.0,962287.7164254581,988758.6002480267,994694.3802697733,974939.8138774553,1015017.5668399081,980945.7966753483,1000000.0,1003195.3609988879
2016-02-03,980019.152736025,972044.5706850134,996840.3656559238,965422.2677603494,1017472.5843419947,994866.0372313837,991220.7719244323,977420.28192552,994888.649779611,976515.1946956136,,985959.0555571035,989490.9191105509,998247.1933932478,959942.1174791255,1009417.0980332944,1029350.7675580869,1053952.246916224,994334.7949789743,1016045.3405027842,967394.9474813014,991814.5551249915,1000000.0,949350.1094958915,1008986.5281620371,990678.1890459271,967280.768255081,1009008.2187193219,976979.4889533669,1000000.0,1002316.5893195597
2016-02-15,987614.7518754973,967245.5801593465,1002947.5504983827,970484.0044150538,1035182.1471898484,1000632.0563899874,983800.5158686877,984153.1728793358,1001166.8139186363,976587.4361173168,,979155.0573894026,993136.0759334508,999456.9119569558,970156.7322171855,1034743.4903308888,1037387.1070364888,1051891.3067471916,993384.4442892959,1021817.7984534111,969111.845968158,985041.9360032374,1000000.0,952787.4735749841,1005751.6250624809,983176.4633886856,965633.0917347451,1011252.1625879902,971047.9412792593,1000000.0,1002655.8720809948
2016-02-16,999988.5211583106,973238.3052252542,1025952.4861659069,977665.8796197673,1048507.8308485891,1007649.5806497723,991069.5386264005,976312.5338645892,1011483.3863056678,997841.5373277602,,993771.9677033914,999521.7480355713,1011697.7102722992,976482.2386262703,1064315.3096775108,1043863.177198548,1078464.7081236208,1005894.961389166,1031452.8847587403,977205.4232094031,1008533.301695048,1000000.0,985170.2731188483,1019470.6254598431,1001960.0925006269,983105.2705967149,1014526.6552555745,973156.2134781386,1000000.0,1001656.8555148814
2016-02-17,1001221.3163055921,980136.1206710876,1025471.9834757328,973974.995108309,1068611.5546235044,1006473.9175650332,987771.2194490212,995654.466796058,1015337.1213567609,992245.6351261109,,993190.9575884562,1005067.9727739595,1012383.5783922841,976791.6449125528,1059891.3301987683,1040202.0518143398,1077770.453971369,1000412.2622326667,1035288.6275138006,979188.3871942329,1007296.0939326341,1000000.0,1003226.9852697992,1030835.681734157,999098.2360860967,976703.5294804837,1018174.667983643,975239.729068221,1000000.0,1006399.6357878239
2016-02-18,1011884.7609776861,975904.3128402046,1040002.6563081271,972238.37835481,1067779.535930069,1015832.9225619361,986476.8898088648,1007348.903535155,1026776.4734913689,993329.1615061859,,1013828.2472751377,1007284.0455528373,1011175.2239134373,981254.0633729442,1061515.3435030894,1038709.4098140235,1072625.4226963553,1004515.4613928315,1041799.4997670723,994621.2112917904,1006613.8067735808,1000000.0,1011108.0821858828,1042992.0082357574,1003387.8016839173,979322.8917273914,1022419.0159359179,977961.038223338,1000000.0,1010374.9252050003
2016-02-19,1009263.6347347683,976630.8862408053,1036080.2159790306,968790.8644959728,1076878.9244103837,1014752.2988067912,989349.8749405348,1002151.5511573614,1027378.0308156948,994404.5051298921,,1002730.8276886342,1012840.3479265113,1013711.9309447915,986176.8495414059,1053847.2051013159,1046777.6001194855,1080042.5165963392,1011651.1048698456,1048157.974587069,1013949.8812466458,999501.8498103373,1000000.0,1025225.2029986253,1043525.5195947418,1015619.4247198249,981202.2331811362,1023909.4684060875,978812.7090883844,1000000.0,1014415.6647154588
2016-02-22,1012608.6471350229,984910.647581988,1039416.6155933904,971458.2297448206,1089658.2621013632,1015418.077369491,984774.6652833221,1000592.6269093695,1030004.5005789953,994346.3820267896,,984121.610793317,1014500.5059461488,1024386.4038508199,989021.0650022103,1066732.696333537,1053506.8526230478,1079548.072842968,1025091.251288447,1053233.7519776735,1033202.4993413207,1017763.2062558702,1000000.0,1015728.2025908327,1047287.5130723624,1022791.1643684058,985421.1805714166,1020704.8755400457,977457.283482486,1000000.0,1015731.7894207663
2016-02-23,1011849.8505635253,991510.0240583658,1042074.783379088,973361.1680474774,1099645.5873734513,1018844.2723331746,987876.7394702994,992379.993151397,1039330.9692911266,991579.6912156683,,993913.1555543137,1021662.4836488797,1029364.4373978899,995390.8999729394,1121031.6537506336,1046876.2124845752,1079317.8886800236,1028579.1717314641,1057434.0610329544,1038911.541794183,1019937.8401306671,1000000.0,1026216.6071251587,1045439.9677800217,1017907.9509408438,988514.8176817811,1020847.4274303288,973328.8223425639,1000000.0,1027770.3945166316
2016-02-24,1010523.5903793031,999987.652372718,1039237.7197995624,970399.567286123,1106589.5477059348,1018266.4844397864,993468.4364722508,981659.4342439651,1033903.2235381186,988666.2010103619,,993812.2567005041,1015610.9822428592,1032920.1702197031,986770.7807576834,1101341.476631141,1041866.8963824074,1078532.840532631,1036871.188437844,1045146.5741340098,1038342.3150853608,1012288.2543030285,1000000.0,1020441.3294402478,1037029.3344150922,1014506.7314027174,984112.125180828,1021980.0029037383,973467.6115579287,1000000.0,1025012.6423460753
2016-02-25,1014607.3533610882,1000470.9652623775,1039388.8725140939,973901.3461597923,1108384.2992953875,1017554.2181352577,993631.3924382086,985576.6502406261,1046860.5793280217,997307.6427596761,,990000.1002605015,1016669.3667446902,1031518.7192358382,990095.3181412978,1100035.9830047633,1027892.1168006879,1081399.9016660377,1033648.9179901785,1054299.4328292604,1029062.3111226942,1016562.4991338806,1000000.0,1029718.5684537943,1045085.6964435315,1018036.4890325624,994066.7893545,1024180.3478074385,972289.3267074167,1000000.0,1020380.0962991368
2016-02-26,1018786.5652116204,1021920.4056791167,1054056.3880857034,982271.4638216394,1112948.1951240203,1018176.277216483,1008138.4429380003,993660.6822461254,1052034.73632677,995778.2311057247,,994944.6592244607,1025087.9002821008,1033608.8860009182,988555.1682869127,1111634.8487007057,1033597.2723705727,1087817.6734541408,1042109.740194538,1065971.1033566897,1045054.5285424837,1015483.3329220465,1000000.0,1032613.6329586175,1049345.3105943713,1023199.5998773531,996486.1909616013,1024650.9093432819,972630.419225996,1000000.0,1042122.45610772
2016-03-01,1016754.1376573448,1025244.6755445921,1066695.697688988,993285.2490505946,1132023.669737474,1022042.3152814157,1002873.0188978014,1011878.2682916507,1074233.6832302983,999277.1809872654,,999011.5781442948,1036230.0832203255,1046738.841647072,991155.1220188761,1109106.1382200394,1031748.4045329543,1101815.2782963302,1061710.3615439737,1076926.9618477682,1054474.4044959247,1022829.462536577,1000000.0,1045168.6189996201,1058305.1239851916,1037390.7836888416,1005133.4489776342,1029336.6884468909,975033.4205203718,1000000.0,1052919.8047659304
2016-03-02,1022797.2301647315,1027346.270755291,1076671.3577844256,1001107.1693512453,1132149.544712254,1027508.6200964567,1003151.6554958351,1017863.5181360685,1078441.5950388287,996521.3924396962,,1003361.1220784782,1045344.560390941,1044817.2706557213,995450.3496783773,1105121.856036013,1043384.1191819336,1105243.55630585,1080110.1131050906,1078067.3115369081,1058556.1108374882,1024928.4250443164,1000000.0,1056004.8971164324,1053884.3145528066,1039469.6076092062,1012116.8321158853,1025050.6128667309,983195.0400119674,1000000.0,1037682.0804352589
2016-03-03,1028721.5714248727,1026903.653714679,1082799.8986615061,1016403.6334795656,1130573.5401482356,1034368.0211956503,1007647.5764103048,1009534.4768910719,1076657.0134703435,999777.0013925645,,1010357.7091243245,1047586.6168419055,1051363.146086845,1009210.0982452956,1116164.9854197304,1043245.5553801912,1116913.54839267,1078425.6018539618,1076872.6954624862,1062026.8231071106,1048963.8639082538,1000000.0,1054068.4832159705,1052060.0917469885,1033565.0856817373,1014144.0216870024,1032449.9503863564,982383.8360373852,1000000.0,1037644.108236381
2016-03-04,1024408.4714860464,1031163.4113483597,1083517.2664596508,1025151.5974433216,1136351.3295127787,1042230.6642240069,1013177.8765725162,1009297.5494448913,1082520.8545459525,1003750.6109481474,,1018517.0922829581,1056938.74320203,1060426.864637603,1013374.1570482224,1117981.564709406,1061723.3496539677,1127409.824008168,1081889.837959512,1092198.0395599648,1070210.6420808302,1049652.8243459968,1000000.0,1060044.106146932,1052081.3666839448,1051492.5697455592,1017043.5293915166,1035013.7888542665,986900.7616784164,1000000.0,1034682.5335820344
2016-03-07,1036325.208199256,1038475.229774296,1103921.714549368,1046579.7828070207,1121690.5734302178,1044896.9037143083,1027611.0677389001,999719.935894178,1077473.925047479,999167.3459324832,,1018822.0328997573,1064784.6723187158,1079516.1644505332,1022546.7671586974,1149798.3016514035,1076113.127446349,1186177.1912403586,1092278.6262303784,1090077.9180816445,1085213.7659345604,1054167.7245716723,1000000.0,1053159.1572136804,1050278.344423077,1051204.7932774662,1017342.0685453067,1047323.5721678617,994544.2504541932,1000000.0,1032844.4062620505
2016-03-08,1034228.2916834273,1027040.518761101,1109383.3005564227,1039897.8242024017,1122376.9647200059,1041374.3120425396,1026628.712449119,994611.7292036376,1081051.3686876216,1004977.0204003341,,1034466.757417078,1066932.0450897876,1143597.416277995,1044109.1946669705,1147527.6154217494,1094871.8090370542,1171490.7144777097,1110755.5394150184,1088179.2917455058,1089504.8690399772,1059664.5185111365,1000000.0,1072881.501066856,1051717.7023369053,1072020.5886721606,1030686.3176813852,1041818.5497834688,991790.1627152072,1000000.0,1041681.4969578513
2016-03-09,1029048.4031705422,1023560.1582683262,1085607.4767164253,1038503.374262467,1112225.8038050265,1039603.1785022706,1022502.7177540784,995009.723359365,1074297.4021572962,1024347.1054629665,,1059312.5720821943,1057022.6975152795,1127884.779179482,1055921.00678231,1121141.7985662182,1088407.8681327554,1147631.2074353653,1104622.6929213842,1077007.6231060273,1084569.5365175565,1059122.1327693139,1000000.0,1060771.951077787,1043033.4931038417,1074653.5964911196,1027302.0744243027,1046416.5206343262,999657.4277907552,1000000.0,1045212.6449204137
