time,stock,weight
2024-01-01,2397 友通,0.1111111111111111
2024-01-01,2380 虹光,0.1111111111111111
2024-01-01,3060 銘異,0.1111111111111111
2024-01-01,6591 動力-KY,0.1111111111111111
2024-01-01,6206 飛捷,0.1111111111111111
2024-01-01,8114 振樺電,0.1111111111111111
2024-01-01,6230 尼得科超眾,0.1111111111111111
2024-01-01,6277 宏正,0.1111111111111111
2024-01-01,2387 精元,0.1111111111111111
2023-01-01,3002 歐格,0.07692307692307693
2023-01-01,2405 輔信,0.07692307692307693
2023-01-01,3005 神基,0.07692307692307693
2023-01-01,2397 友通,0.07692307692307693
2023-01-01,2362 藍天,0.07692307692307693
2023-01-01,8163 達方,0.07692307692307693
2023-01-01,6206 飛捷,0.07692307692307693
2023-01-01,3515 華擎,0.07692307692307693
2023-01-01,2417 圓剛,0.07692307692307693
2023-01-01,6277 宏正,0.07692307692307693
2023-01-01,2356 英業達,0.07692307692307693
2023-01-01,6579 研揚,0.07692307692307693
2023-01-01,3416 融程電,0.07692307692307693
2022-01-01,8114 振樺電,0.034482758620689655
2022-01-01,6414 樺漢,0.034482758620689655
2022-01-01,2495 普安,0.034482758620689655
2022-01-01,2380 虹光,0.034482758620689655
2022-01-01,3017 奇鋐,0.034482758620689655
2022-01-01,5258 虹堡,0.034482758620689655
2022-01-01,3057 喬鼎,0.034482758620689655
2022-01-01,3712 永崴投控,0.034482758620689655
2022-01-01,3005 神基,0.034482758620689655
2022-01-01,3416 融程電,0.034482758620689655
2022-01-01,2331 精英,0.034482758620689655
2022-01-01,3060 銘異,0.034482758620689655
2022-01-01,2352 佳世達,0.034482758620689655
2022-01-01,6235 華孚,0.034482758620689655
2022-01-01,3022 威強電,0.034482758620689655
2022-01-01,6230 尼得科超眾,0.034482758620689655
2022-01-01,3701 大眾控,0.034482758620689655
2022-01-01,2365 昆盈,0.034482758620689655
2022-01-01,6591 動力-KY,0.034482758620689655
2022-01-01,2405 輔信,0.034482758620689655
2022-01-01,2377 微星,0.034482758620689655
2022-01-01,5215 科嘉-KY,0.034482758620689655
2022-01-01,6277 宏正,0.034482758620689655
2022-01-01,2353 宏碁,0.034482758620689655
2022-01-01,3652 精聯,0.034482758620689655
2022-01-01,2301 光寶科,0.034482758620689655
2022-01-01,2376 技嘉,0.034482758620689655
2022-01-01,6206 飛捷,0.034482758620689655
2022-01-01,2425 承啟,0.034482758620689655
2021-01-01,6235 華孚,0.125
2021-01-01,2376 技嘉,0.125
2021-01-01,3017 奇鋐,0.125
2021-01-01,3060 銘異,0.125
2021-01-01,6591 動力-KY,0.125
2021-01-01,2425 承啟,0.125
2021-01-01,3515 華擎,0.125
2021-01-01,2305 全友,0.125
2020-01-01,2395 研華,0.08333333333333333
2020-01-01,6206 飛捷,0.08333333333333333
2020-01-01,6166 凌華,0.08333333333333333
2020-01-01,8210 勤誠,0.08333333333333333
2020-01-01,6579 研揚,0.08333333333333333
2020-01-01,3005 神基,0.08333333333333333
2020-01-01,6277 宏正,0.08333333333333333
2020-01-01,8114 振樺電,0.08333333333333333
2020-01-01,3515 華擎,0.08333333333333333
2020-01-01,3017 奇鋐,0.08333333333333333
2020-01-01,6230 尼得科超眾,0.08333333333333333
2020-01-01,6128 上福,0.08333333333333333
2019-01-01,2387 精元,0.058823529411764705
2019-01-01,6166 凌華,0.058823529411764705
2019-01-01,3017 奇鋐,0.058823529411764705
2019-01-01,2495 普安,0.058823529411764705
2019-01-01,2301 光寶科,0.058823529411764705
2019-01-01,5258 虹堡,0.058823529411764705
2019-01-01,2356 英業達,0.058823529411764705
2019-01-01,2353 宏碁,0.058823529411764705
2019-01-01,3231 緯創,0.058823529411764705
2019-01-01,3057 喬鼎,0.058823529411764705
2019-01-01,6117 迎廣,0.058823529411764705
2019-01-01,3005 神基,0.058823529411764705
2019-01-01,2380 虹光,0.058823529411764705
2019-01-01,2405 輔信,0.058823529411764705
2019-01-01,2331 精英,0.058823529411764705
2019-01-01,4916 事欣科,0.058823529411764705
2019-01-01,3515 華擎,0.058823529411764705
2018-01-01,2357 華碩,0.1
2018-01-01,4938 和碩,0.1
2018-01-01,2397 友通,0.1
2018-01-01,2377 微星,0.1
2018-01-01,2324 仁寶,0.1
2018-01-01,6206 飛捷,0.1
2018-01-01,2376 技嘉,0.1
2018-01-01,5215 科嘉-KY,0.1
2018-01-01,3005 神基,0.1
2018-01-01,8210 勤誠,0.1
2017-01-01,6277 宏正,0.058823529411764705
2017-01-01,3416 融程電,0.058823529411764705
2017-01-01,6128 上福,0.058823529411764705
2017-01-01,2495 普安,0.058823529411764705
2017-01-01,6206 飛捷,0.058823529411764705
2017-01-01,2397 友通,0.058823529411764705
2017-01-01,6166 凌華,0.058823529411764705
2017-01-01,2395 研華,0.058823529411764705
2017-01-01,3022 威強電,0.058823529411764705
2017-01-01,8210 勤誠,0.058823529411764705
2017-01-01,3002 歐格,0.058823529411764705
2017-01-01,6579 研揚,0.058823529411764705
2017-01-01,6230 尼得科超眾,0.058823529411764705
2017-01-01,8114 振樺電,0.058823529411764705
2017-01-01,3005 神基,0.058823529411764705
2017-01-01,3652 精聯,0.058823529411764705
2017-01-01,5258 虹堡,0.058823529411764705
2016-01-01,2397 友通,0.043478260869565216
2016-01-01,6166 凌華,0.043478260869565216
2016-01-01,3416 融程電,0.043478260869565216
2016-01-01,8114 振樺電,0.043478260869565216
2016-01-01,2395 研華,0.043478260869565216
2016-01-01,5215 科嘉-KY,0.043478260869565216
2016-01-01,8210 勤誠,0.043478260869565216
2016-01-01,6230 尼得科超眾,0.043478260869565216
2016-01-01,3022 威強電,0.043478260869565216
2016-01-01,6128 上福,0.043478260869565216
2016-01-01,6206 飛捷,0.043478260869565216
2016-01-01,6277 宏正,0.043478260869565216
2016-01-01,2495 普安,0.043478260869565216
2016-01-01,3005 神基,0.043478260869565216
2016-01-01,3002 歐格,0.043478260869565216
2016-01-01,2387 精元,0.043478260869565216
2016-01-01,3652 精聯,0.043478260869565216
2016-01-01,3060 銘異,0.043478260869565216
2016-01-01,2365 昆盈,0.043478260869565216
2016-01-01,3017 奇鋐,0.043478260869565216
2016-01-01,5258 虹堡,0.043478260869565216
2016-01-01,2301 光寶科,0.043478260869565216
2016-01-01,3057 喬鼎,0.043478260869565216
